,Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Tags,Summary,Date_published
38,Prodigious,Rare_Shipper,19064731,01 Jan 2020,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"8,155",3,12,93,24,1363,"Creator Chose Not To Use Archive Warnings, No pairings yet, Harry Potter, Ron Weasley, Hermione Granger, Neville Longbottom, Minerva McGonagall, Albus Dumbledore, Severus Snape, Draco Malfoy, Other Character Tags to Be Added, Smart Ron Weasley, Smart Hermione Granger, Smart Harry Potter, Smart Neville Longbottom, They are all little geniuses, in their own ways, and they will take the wizarding world by storm, ....eventually, Maybe - Freeform, thats it for tags, for now, Other Additional Tags to Be Added",\n      One doesn\'t have to be a genius or excel at everything to be a prodigy. This was the firm belief of one Ronald Bilius Weasley. One look at the people around him was enough to prove him right. His friends might need some convincing though. Rating may change.\n,2019-06-02
39,The Unknown,maraudertimes (lostinthelightss),28412850,01 Jan 2020,Mature,No category,Major Character Death,Complete Work,English,"1,684",1,0,0,0,4,"Major Character Death, Original Female Character(s), Violence, War, Angst, Dark","\n      \n  When the known wage war it\'s the unknown who die.\n\n  pre-2017 writing, 2020 editing\n\n",2020-01-01
40,last embrace.,maraudertimes (lostinthelightss),28412457,01 Jan 2020,Mature,No category,No Archive Warnings Apply,Complete Work,English,"1,129",1,2,2,0,67,"No Archive Warnings Apply, Audrey Weasley, Lucy Weasley, Molly Weasley II, Percy Weasley, Harry Potter Next Generation, Self-Harm, Angst","\n      \n  But here she was, crying and ripping herself apart by the seams.\n\n  pre-2017 writing, 2020 editing\n\n",2020-01-01
41,"Run, Run",maraudertimes (lostinthelightss),24339964,01 Jan 2020,Mature,Gen,Graphic Depictions Of Violence,Complete Work,English,766,1,0,0,0,8,"Graphic Depictions Of Violence, Original Female Character(s), Magical Creature, Dark/Horror, Violence, Misc. UK (1100-1950), Community: FFT","\n      There\'s something out there, something that Godric\'s Hollow has never seen.\n  pre-2017 writing, 2020 editing\n\n",2020-01-01
42,"present, past",maraudertimes (lostinthelightss),24339943,01 Jan 2020,Mature,Gen,Graphic Depictions Of Violence,Complete Work,English,"1,009",1,0,0,0,12,"Graphic Depictions Of Violence, Harry Potter, Original Female Character(s), Dark/Horror, lycanthropy, Violence, Rebuilding, Rebuilding (1998-2009), Community: FFT","\n      In the present, Harry Potter tries to piece together the carnage of the past.\xc2\xa0 pre-2017 writing, 2020 editing\n",2020-01-01
43,One Kiss,maraudertimes (lostinthelightss),23992951,01 Jan 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,059",1,10,131,8,1392,"No Archive Warnings Apply, Hermione Granger/Fred Weasley, Hermione Granger, Fred Weasley, Fluff, Between Wars (1981-1995), Hogwarts Fourth Year, Community: FFT","\n      A late night encounter in the Gryffindor Common Room surprises both Hermione and Fred.\n  pre-2017 writing, 2020 editing\n\n",2020-01-01
44,I Choose You,maraudertimes (lostinthelightss),23864929,01 Jan 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,012",1,4,10,0,190,"No Archive Warnings Apply, James Potter/Lily Evans Potter, James Potter, Lily Evans Potter, Fluff, Romance, Songfic, Origin Story, First Wizarding War (1950-1981), First War with Voldemort, Community: FFT","\n      I will become yours and you will become mine\n  pre-2017 writing, 2020 editing\n\n",2020-01-01
45,Audrey,maraudertimes (lostinthelightss),23864128,01 Jan 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,171",1,0,10,2,319,"No Archive Warnings Apply, Audrey Weasley/Percy Weasley, Audrey Weasley, Percy Weasley, Fluff, Romance, Rebuilding, Marriage, slow build/slow burn, Rebuilding (1998-2009), Community: FFT","\n      to hold your tongue...\n  pre-2017 writing, 2020 editing\n\n",2020-01-01
46,and the girl in white...,maraudertimes (lostinthelightss),23863666,01 Jan 2020,Mature,F/M,Major Character Death,Complete Work,English,503,1,3,11,1,319,"Major Character Death, Scorpius Malfoy/Rose Weasley, Scorpius Malfoy, Rose Weasley, Lily Evans Potter, Harry Potter Next Generation, Suicide, Dying/Grieving, Angst, Next-Generation (2009-2040), Community: FFT","\n      she is your rose...she was your rose...\n  pre-2017 writing, 2020 editing\n\n",2020-01-01
47,you are my sunshine,maraudertimes (lostinthelightss),23863162,01 Jan 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,491,1,2,6,0,41,"No Archive Warnings Apply, Ariana Dumbledore, Percival Dumbledore, Angst, Misc. UK (1100-1950), Dying/Grieving, Family, Community: FFT","\n      you are my sunshine, my only sunshine\n  pre-2017 writing, 2020 editing\n\n",2020-01-01
48,"if my heart were a house, you\'d be home",thatdarkhairedgirl,22897039,01 Jan 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,919,1,1,22,2,292,"No Archive Warnings Apply, Cygnus Black/Druella Rosier Black, Cygnus Black III, Druella Rosier Black, Pureblood Culture (Harry Potter), Pureblood Society (Harry Potter)","\n      Druella and Cygnus, after the gala.\n",2020-01-01
49,Persistence is Key,JetGirl1832,22270777,01 Jan 2020,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,430,1,1,16,1,335,"No Archive Warnings Apply, James Potter/Lily Evans Potter, James Potter, Lily Evans Potter, Marlene McKinnon, Dorcas Meadowes, Fluff, valentines day, Humor, Marauders Era (Harry Potter)","\n      As Valentine\'s day draws ever nearer James Potter does the inevitable, he asks Lily Evans to go out with him.\n",2020-01-01
50,Day 19 - Drarry,Ducky1783,22077718,01 Jan 2020,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,852",1,14,327,27,9315,"Creator Chose Not To Use Archive Warnings, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Luna Lovegood/Ginny Weasley, Lucius Malfoy/Narcissa Black Malfoy, Harry Potter, Draco Malfoy, Narcissa Black Malfoy, Lucius Malfoy, Hermione Granger, Ron Weasley, Luna Lovegood, Kinktober 2018, formal wear, straight jacket, Public Sex, Cock Warming, Dark Harry Potter, Dark Lord Harry Potter",,2020-01-01
51,Told You So,generic_captain_13,22062895,01 Jan 2020,Teen And Up Audiences,"F/F, M/M, Multi",No Archive Warnings Apply,Complete Work,English,"1,647",1,5,70,2,1219,"No Archive Warnings Apply, Hermione Granger/Pansy Parkinson, Draco Malfoy/Harry Potter, Ron Weasley/Blaise Zabini, Hermione Granger, Pansy Parkinson, Draco Malfoy, Harry Potter, Blaise Zabini, Ron Weasley, Alternate Universe - Muggle, Alternate Universe - Modern Setting, Alternate Universe - High School, Alternate Universe - Modern: No Powers, Alternate Universe - No Powers, Angst, Angst with a Happy Ending, New Years, New Year's Kiss, Break Up, Makeup, Girls Kissing, Lesbian Character, Lesbian Character of Color, POV Lesbian Character","\n      Title inspired by Paramore\'s ""Told You So""; sequel to ""Save Me a Dance"".Falling for Hermione Jean Granger was the easy part. Keeping her was the hard part.\n",2020-01-01
52,"River, Sea and Stream",starfishstar,22061827,01 Jan 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,302,1,6,44,2,550,"No Archive Warnings Apply, Sirius Black/Remus Lupin, Remus Lupin, Sirius Black, James Potter, Lily Evans Potter, Hogwarts Era, Azkaban era, Lie Low At Lupin's, happy Marauders moments, lonely separation, reunion at Remus' cottage, Triple Drabble","\n      Remus and Sirius, three moments: in the sunlight of the old days, in the cold of the years apart, and in the quiet, hopeful days of coming back together.\n",2020-01-01
53,The Year After The Year Before,CoffeeDragon87,22059862,01 Jan 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,152",1,22,137,11,1541,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, New Year's Day, Drabble, Sequel, Secret Relationship, Banter, Ambiguous/Open Ending, shaking things up, 2020, first story of the new year, Drarry, Kissing, Teasing","\n      It\'s the morning after their big revelation, what\'s the plan?\n",2020-01-01
54,Harry Potter and a New Life,zephyrus_prolixity,22058239,01 Jan 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"2,770",1,11,11,3,421,"Creator Chose Not To Use Archive Warnings, Hermione Granger/Harry Potter, Neville Longbottom & Luna Lovegood, Sirius Black/Original Female Character(s), Remus Lupin/Nymphadora Tonks, Dobby/Winky, Harry Potter, Hermione Granger, Neville Longbottom, Luna Lovegood, Fred Weasley, George Weasley, Sirius Black, Remus Lupin, Tonks, Death Eater Characters, Sirius Black's Motorbike, Ron Weasley, Lee Jordan, Draco Malfoy, Dobby, Winky, Goblins - Character","\n      Harmony fanfic about being forced into the Muggle world to save their lives. Sirius and Fred, Remus and Tonks all live in this story but Ginny died in the final battle from Bellatrix\'s curse...\n",2020-01-01
55,The Show Must Go On,starrnobella,22037890,01 Jan 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,865,1,2,4,0,95,"No Archive Warnings Apply, Blaise Zabini, Draco Malfoy, Theodore Nott, Draco's Den's Let the New Year Slither In Drabble Event, Facebook: Draco's Den, Fireworks, New Year's Eve",\n      Every little spark makes the new year shine bright. COMPLETE\xc2\xa0 \n,2020-01-01
56,There\'s Still a Chance,sugareey,22020976,01 Jan 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,0,1,6,174,7,2771,"No Archive Warnings Apply, Percy Weasley/Oliver Wood, Percy Weasley, Oliver Wood, New Years, New Year's Resolutions, breaking traditions, New Beginnings, Clubbing, HP Holiday Mini Fest 2019, Feelings, Post-War, Reunions, Second Chances, Art, Digital Art, Fanart, Perciver - Freeform","\n      With a fresh start ahead of them, Oliver and Percy break the tradition of attending the usual New Year\'s eve parties and spend their night dancing together at a Muggle club instead. They\'re still young. Life is short. \nAnd they both realise some things, such as:\nHow they\'ve fancied the hell out of each other for years. How they should have done this sooner. That they\'re never leaving each other again, and that they really needed to find a place away from prying eyes so they can make up for lost time.\n",2020-01-01
57,"Spellbound, Darling",Frumpologist,22006744,01 Jan 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"5,094",1,13,206,35,2314,"No Archive Warnings Apply, Remus Lupin/James Potter, Marauders (Harry Potter), James Potter, Remus Lupin, Sirius Black, Peter Pettigrew, Best Friends Falling in Love, Fluff, Marauders Era (Harry Potter), Marauders Friendship (Harry Potter), Romance, Vignette, Hogwarts Seventh Year, a wee bit of angst",\n      A vignette look at two friends who begin to look at one another differently the summer before 7th year.\n,2020-01-01
58,Without Exception,Frumpologist,22005535,01 Jan 2020,Teen And Up Audiences,F/F,No Archive Warnings Apply,Complete Work,English,"1,206",1,11,151,6,1929,"No Archive Warnings Apply, Hermione Granger/Pansy Parkinson, Blood Curse, Developing Friendships, Hogwarts Eighth Year, Post-War, Bittersweet Ending",\n      Pansy discovers what happened to Hermione Granger during the war.\n,2020-01-01
59,Just adding some Spice,Pureblood_Muggle,21864679,01 Jan 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,988,1,2,5,0,147,"No Archive Warnings Apply, Marcus Flint, Harry Potter, Ron Weasley, Hermione Granger, Albus Dumbledore, Mind/Mood Altering Substances, slightly AU 1993/1994 PoA, Just a bit of fun","\n      Written in response to Draco\'s Den FB Group\'s ""SlitherIn"" drabble challenge: Include Marcus Flint, Potions, and New Year\'s!Marcus is stuck at Hogwarts for the Winter holidays. Again. For the 8th year running. He is bored and decides to spice things up a little.\n",2020-01-01
60,"Love, Luck, and Good Looks",ladyofsilverdawn,21632422,01 Jan 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"11,675",1,79,1795,270,20050,"No Archive Warnings Apply, Harry Potter/Severus Snape, Severus Snape, Harry Potter, Draco Malfoy, Hermione Granger, Neville Longbottom, Ron Weasley, Secret Snarry Swap 2019, Mutual Pining, Sexual Tension, Resolved Sexual Tension, Jealous Harry Potter, Jealous Severus Snape, Oblivious Harry Potter, Oblivious Severus Snape, Banter, Humor, Friends to Lovers, Body Worship, Soulmates, Complete, Fairy Tale Elements, Professor Harry Potter, Post-War","\n      For hundreds of years, the Prince family has suffered from a never-ending secret: the Grimm Curse, which has stolen the beauty and luck of countless Prince descendants. The only way Snape can, once and for all, break the ancient spell is to locate his soulmate and share with them a true-love kiss. Of course, Harry has to help when he finds out.\n",2020-01-01
61,and sirius smiled,cowboyvalley,21610822,01 Jan 2020,Teen And Up Audiences,"F/M, M/M",Graphic Depictions Of Violence,Complete Work,English,"15,502",8,35,450,86,6267,"Graphic Depictions Of Violence, Sirius Black/Remus Lupin, James Potter/Lily Evans Potter, Marlene McKinnon/Dorcas Meadowes, Sirius Black, Remus Lupin, James Potter, Peter Pettigrew, Lily Evans Potter, Poppy Pomfrey, Euphemia Potter, Fleamont Potter, Marlene McKinnon, Dorcas Meadowes, Coming of Age, Hogwarts, Marauders, Sad Sirius Black, Child Abuse, Violence, Suicidal Thoughts, Additional Warnings Apply, The Prank, i love marlene, seven years, Black Family Drama (Harry Potter), Pre-War, Slow Burn, Hurt/Comfort, Angst","\n      \n  \xe2\x80\x9cYou can\xe2\x80\x99t change what you are, you know.\xe2\x80\x9d She smiles, and it is only bitter for a moment. \n\n\xc2\xa0\n \xe2\x80\x9cYou can\xe2\x80\x99t even try.\xe2\x80\x9d\n\xc2\xa0\n\xc2\xa0\n(or, eight stories spanning seven years of Sirius Black living and recovering and falling in love with things that aren\'t just loneliness but are, in fact, Remus Lupin)\n",2019-12-02
62,It\'s like Reading Tea Leaves in a Pewter Cauldron,Anonymous,17401421,01 Jan 2020,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"7,884",2,31,78,13,1202,"Creator Chose Not To Use Archive Warnings, Draco Malfoy/Ron Weasley, Harry Potter/Ginny Weasley, Hermione Granger/George Weasley, Hermione Granger & Harry Potter & Ron Weasley, Neville Longbottom/Luna Lovegood, Ron Weasley, Draco Malfoy, Harry Potter, Hermione Granger, Ginny Weasley, Minerva McGonagall, Neville Longbottom, Professor Ron Weasley, Professor Draco Malfoy, Divination, Enemies to Friends to Lovers, Post-Hogwarts, Past Hermione Granger/Ron Weasley, Loneliness, Alternate Universe - Canon Divergence, Other Additional Tags to Be Added, Post-War, Angst","\n      Being Ron Weasley is a whole lot lonelier than he had ever imagined he would be, but then Draco Malfoy walks right back into his life and teaches him what it is like to live again.\n",2019-01-13
63,Barred Teeth,FallingInToThePages,15260871,01 Jan 2020,Teen And Up Audiences,"Gen, M/M, F/M",No Archive Warnings Apply,Work in Progress,English,"21,929",7,11,84,24,1889,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Harry Potter & Magical Creatures, Golden Trio - Relationship, Harry Potter & Luna Lovegood, Eventual Luna Lovegood/Rolf Scamander, Hermione Granger/Ron Weasley, Harry Potter, Draco Malfoy, Hermione Granger, Ron Weasley, Pansy Parkinson, Blaise Zabini, The Weasleys, magical creatures - Character, Luna Lovegood, Healer Draco Malfoy, Explorer Harry Potter, Post-Battle of Hogwarts, Harry and Ginny go separate ways tho, Minor Violence, Slow Burn, Fluff and Crack, Humor, Somewhat Graphic injuries, Magical Zoologist Harry Potter, Zoologist Harry Potter, Alternate Universe - Canon Divergence, BAMF Luna Lovegood, Swearing, Protective Harry Potter, potty mouthed characters, BAMF Hermione Granger, Caring Golden Trio, Soft Draco Malfoy, Spicy Characters","\n      After the Battle of Hogwarts, Harry shocks the entire Wizarding World with his choice to delve into the world of Magical Zoology. Hijinks and shenanigans ensue as Harry realizes that he is very bad at adulting and as Luna and Madame Malfoy plot ways to get Harry and Draco together.\n",2018-07-12
